comment_id,hate_speech_score,ordinal_label,fold
14847,-1.85,supportive,1.0
37408,-2.84,supportive,1.0
34095,-1.12,supportive,0.0
16733,-0.2,neutral,0.0
41447,-0.96,neutral,4.0
49971,-1.02,supportive,4.0
2874,1.79,hate,2.0
44514,-0.68,neutral,1.0
35808,-0.15,neutral,0.0
49662,0.68,hate,3.0
43024,-0.82,neutral,3.0
9467,-0.33,neutral,4.0
18182,-2.23,supportive,2.0
4768,-0.68,neutral,3.0
48434,-1.2,supportive,4.0
44799,-4.08,supportive,3.0
4292,-2.42,supportive,1.0
32818,-2.09,supportive,3.0
47016,0.16,neutral,4.0
9615,1.69,hate,4.0
44243,-0.83,neutral,0.0
32559,-2.48,supportive,0.0
15805,-0.41,neutral,4.0
23429,1.72,hate,1.0
3677,-1.65,supportive,1.0
8576,-0.23,neutral,2.0
9758,-1.37,supportive,3.0
10769,-0.32,neutral,0.0
49849,-1.63,supportive,2.0
9549,2.65,hate,0.0
11989,-0.3,neutral,0.0
46721,-2.51,supportive,3.0
49028,-0.96,neutral,1.0
12712,0.63,hate,2.0
5872,1.66,hate,1.0
49568,1.25,hate,2.0
1730,-7.65,supportive,1.0
9746,-0.25,neutral,3.0
45166,1.07,hate,0.0
37120,-0.31,neutral,3.0
45,-0.55,neutral,1.0
47619,0.05,neutral,3.0
45219,0.37,neutral,3.0
11442,-4.45,supportive,1.0
46717,1.03,hate,0.0
17968,-0.42,neutral,1.0
9689,-0.49,neutral,3.0
49104,1.45,hate,3.0
24869,-1.12,supportive,4.0
36456,-0.81,neutral,1.0
6389,-1.89,supportive,0.0
2012,0.82,hate,0.0
11514,-0.81,neutral,1.0
909,1.48,hate,0.0
20833,-3.5,supportive,3.0
47297,0.62,hate,2.0
17045,0.24,neutral,2.0
19499,-0.91,neutral,4.0
11578,-1.85,supportive,3.0
47049,-0.13,neutral,3.0
45157,-1.86,supportive,4.0
49166,-3.38,supportive,3.0
23613,-1.75,supportive,2.0
19342,-3.31,supportive,1.0
34491,-2.18,supportive,3.0
47942,1.12,hate,2.0
18300,0.37,neutral,1.0
17926,0.85,hate,4.0
32753,2.67,hate,4.0
32948,-1.74,supportive,1.0
3425,0.12,neutral,3.0
31274,-1.94,supportive,1.0
47578,1.15,hate,4.0
8311,-1.66,supportive,3.0
21931,-6.79,supportive,0.0
23602,-0.29,neutral,2.0
1390,-1.81,supportive,2.0
13683,-2.85,supportive,2.0
42123,-0.82,neutral,2.0
49692,-1.55,supportive,3.0
49992,-1.76,supportive,1.0
44553,-0.1,neutral,0.0
24443,-0.34,neutral,1.0
17315,-1.11,supportive,1.0
31701,-1.82,supportive,4.0
48334,-1.37,supportive,4.0
10400,1.91,hate,3.0
1561,-0.37,neutral,3.0
24720,-1.6,supportive,0.0
2565,-2.46,supportive,0.0
44408,2.3,hate,0.0
43804,-0.52,neutral,2.0
49857,0.01,neutral,2.0
46389,-1.3,supportive,3.0
46605,-3.44,supportive,2.0
46094,-3.45,supportive,0.0
4583,-2.25,supportive,2.0
41212,0.18,neutral,4.0
48161,-0.88,neutral,2.0
40788,-2.75,supportive,4.0
17513,-4.35,supportive,3.0
7168,-1.59,supportive,4.0
25438,0.69,hate,0.0
14602,-3.53,supportive,1.0
30040,0.44,neutral,4.0
5687,-2.76,supportive,1.0
27773,-4.12,supportive,2.0
45945,1.11,hate,2.0
1421,-4.3,supportive,3.0
4362,-1.88,supportive,4.0
9160,1.69,hate,3.0
38127,-0.22,neutral,0.0
4654,-0.53,neutral,3.0
46641,-1.3,supportive,0.0
33124,-3.27,supportive,0.0
41396,-5.38,supportive,3.0
10381,-3.76,supportive,4.0
42503,-2.53,supportive,1.0
32564,-2.69,supportive,4.0
41534,-1.95,supportive,0.0
40184,-1.04,supportive,3.0
11903,-2.44,supportive,4.0
18502,-1.5,supportive,4.0
11720,-3.18,supportive,1.0
5056,-1.85,supportive,2.0
13273,-2.53,supportive,4.0
14323,-0.28,neutral,3.0
41959,-1.41,supportive,0.0
8840,-2.05,supportive,2.0
10407,0.33,neutral,3.0
23601,-4.36,supportive,0.0
22540,0.09,neutral,3.0
44883,0.73,hate,2.0
45840,-7.89,supportive,2.0
41961,0.19,neutral,3.0
16033,1.01,hate,1.0
10827,1.52,hate,4.0
43828,-0.11,neutral,2.0
39638,-2.83,supportive,1.0
5554,-3.4,supportive,1.0
9240,-4.64,supportive,0.0
4117,1.56,hate,4.0
3954,0.01,neutral,3.0
2610,-5.85,supportive,1.0
15624,-2.06,supportive,4.0
788,-0.44,neutral,1.0
23898,-1.12,supportive,1.0
41,0.27,neutral,2.0
42529,-2.24,supportive,2.0
11598,-1.21,supportive,4.0
26748,-5.53,supportive,0.0
9962,-1.79,supportive,2.0
7293,-0.13,neutral,2.0
15540,-0.39,neutral,1.0
21550,-4.14,supportive,2.0
7158,-6.23,supportive,1.0
20090,1.47,hate,1.0
44949,-1.12,supportive,2.0
43985,-0.71,neutral,4.0
11093,-2.81,supportive,0.0
3041,-0.17,neutral,4.0
43066,-2.14,supportive,3.0
43483,1.97,hate,2.0
5140,-0.24,neutral,4.0
249,-2.96,supportive,1.0
23922,-4.07,supportive,0.0
45387,1.33,hate,4.0
28147,0.47,neutral,1.0
20379,-4.98,supportive,1.0
19492,-0.09,neutral,2.0
39970,-3.65,supportive,1.0
27587,-3.87,supportive,1.0
723,-0.88,neutral,3.0
3374,2.15,hate,1.0
14861,-3.6,supportive,4.0
43029,-0.17,neutral,2.0
24778,-5.19,supportive,2.0
4601,-1.64,supportive,4.0
15881,0.24,neutral,1.0
14831,-0.69,neutral,3.0
8221,0.08,neutral,3.0
2589,-2.43,supportive,1.0
26795,-2.67,supportive,3.0
16284,-0.83,neutral,4.0
13036,-3.22,supportive,0.0
16524,3.47,hate,0.0
28542,-3.72,supportive,0.0
19154,-1.35,supportive,2.0
44474,1.01,hate,3.0
6951,-1.33,supportive,3.0
29100,-3.59,supportive,2.0
47951,0.52,hate,1.0
9023,2.23,hate,3.0
17596,1.28,hate,3.0
14651,0.12,neutral,4.0
44319,2.43,hate,0.0
40949,-0.31,neutral,1.0
24348,-2.45,supportive,2.0
40876,-3.11,supportive,1.0
15691,1.52,hate,1.0
26144,-2.88,supportive,0.0
40103,0.03,neutral,2.0
21496,-3.42,supportive,4.0
2553,1.7,hate,1.0
12808,2.26,hate,3.0
14438,-1.31,supportive,1.0
47022,-2.68,supportive,2.0
28195,-1.0,neutral,2.0
3792,-1.46,supportive,3.0
42757,-2.95,supportive,0.0
15114,-0.64,neutral,0.0
48426,-2.52,supportive,3.0
23664,1.67,hate,3.0
14117,-0.55,neutral,3.0
45458,-1.53,supportive,1.0
13156,-0.02,neutral,2.0
23795,-0.37,neutral,4.0
10768,0.23,neutral,4.0
41999,-0.45,neutral,1.0
40729,1.95,hate,3.0
45566,-0.44,neutral,4.0
10698,-4.42,supportive,1.0
44747,-0.34,neutral,4.0
8107,0.66,hate,2.0
34209,-7.19,supportive,0.0
47731,1.74,hate,3.0
44423,-0.54,neutral,3.0
11727,-2.31,supportive,0.0
44611,-0.55,neutral,3.0
8460,-1.36,supportive,1.0
13766,-0.58,neutral,4.0
9952,-2.59,supportive,1.0
37015,1.26,hate,4.0
11441,1.53,hate,0.0
1594,-1.24,supportive,3.0
205,-0.61,neutral,4.0
17821,-0.21,neutral,4.0
32795,0.92,hate,1.0
49978,0.15,neutral,4.0
17677,0.85,hate,1.0
41342,-1.57,supportive,2.0
7643,-2.89,supportive,3.0
13119,0.73,hate,2.0
36190,-3.16,supportive,2.0
48567,-2.48,supportive,4.0
18045,-0.86,neutral,4.0
13379,-3.7,supportive,1.0
692,1.14,hate,4.0
30986,1.62,hate,3.0
6163,1.6,hate,1.0
30079,-5.1,supportive,0.0
2065,-3.24,supportive,3.0
7628,-0.31,neutral,3.0
47435,-1.91,supportive,4.0
42450,1.38,hate,0.0
27534,1.38,hate,3.0
28201,-7.65,supportive,3.0
41383,-1.5,supportive,0.0
6635,-2.33,supportive,1.0
43060,0.06,neutral,2.0
42992,-1.95,supportive,1.0
46834,-4.98,supportive,3.0
18306,0.2,neutral,3.0
4142,-2.47,supportive,3.0
16658,0.99,hate,3.0
9223,-1.3,supportive,3.0
38168,-1.16,supportive,4.0
45158,0.46,neutral,4.0
10146,-1.81,supportive,3.0
8310,3.37,hate,0.0
2052,-0.11,neutral,1.0
40100,-0.51,neutral,1.0
28351,1.7,hate,0.0
40319,-0.43,neutral,0.0
49393,0.17,neutral,0.0
5260,-2.18,supportive,4.0
41909,-2.23,supportive,3.0
4393,0.15,neutral,2.0
22849,-2.27,supportive,0.0
35136,-2.74,supportive,4.0
8289,-0.27,neutral,1.0
14936,-0.92,neutral,1.0
32086,0.77,hate,4.0
41753,-0.96,neutral,2.0
46392,-1.28,supportive,0.0
13670,0.48,neutral,0.0
7885,-1.32,supportive,4.0
33996,0.81,hate,4.0
4274,-0.01,neutral,0.0
33340,-1.39,supportive,0.0
16975,-0.32,neutral,2.0
4086,-2.35,supportive,3.0
18005,-5.01,supportive,1.0
41451,-2.13,supportive,0.0
42679,-0.13,neutral,3.0
6232,-3.95,supportive,3.0
8130,-0.47,neutral,3.0
3553,0.96,hate,0.0
13514,-0.15,neutral,3.0
11456,0.64,hate,1.0
40733,0.99,hate,4.0
49260,0.89,hate,3.0
45262,0.05,neutral,0.0
48510,0.32,neutral,1.0
5834,-3.61,supportive,0.0
31574,-1.76,supportive,4.0
11352,-3.23,supportive,3.0
26375,-2.26,supportive,3.0
14935,-0.34,neutral,0.0
48585,1.29,hate,0.0
44509,1.64,hate,0.0
11614,1.04,hate,3.0
3368,-1.19,supportive,2.0
40852,1.61,hate,4.0
18557,-3.96,supportive,1.0
11152,0.42,neutral,1.0
29247,1.86,hate,3.0
1689,3.33,hate,2.0
48550,-1.38,supportive,3.0
48548,0.64,hate,4.0
4172,1.2,hate,4.0
12994,-1.23,supportive,1.0
46636,2.22,hate,1.0
7878,-0.86,neutral,3.0
43925,-0.32,neutral,4.0
18966,-2.11,supportive,0.0
4790,-1.98,supportive,3.0
49208,0.2,neutral,3.0
39919,0.19,neutral,2.0
46031,1.77,hate,3.0
43791,0.34,neutral,4.0
29681,-1.36,supportive,2.0
47711,2.36,hate,1.0
13915,-1.53,supportive,2.0
11302,1.65,hate,2.0
12995,-1.12,supportive,1.0
36612,-0.68,neutral,1.0
22812,0.24,neutral,1.0
27244,-1.75,supportive,0.0
18740,3.98,hate,4.0
17267,-1.92,supportive,4.0
47301,0.61,hate,0.0
44390,-1.04,supportive,2.0
49731,-0.83,neutral,2.0
792,-2.64,supportive,2.0
45922,-0.06,neutral,2.0
11369,-1.86,supportive,4.0
36267,-1.89,supportive,4.0
46802,3.21,hate,3.0
8282,-1.14,supportive,3.0
40294,0.25,neutral,2.0
36621,-0.82,neutral,2.0
41896,-3.71,supportive,1.0
8712,3.66,hate,0.0
4399,-0.6,neutral,4.0
47283,-0.69,neutral,3.0
11438,-3.22,supportive,4.0
20568,-3.52,supportive,4.0
2922,-3.11,supportive,3.0
34142,-2.38,supportive,4.0
41723,3.89,hate,1.0
21018,-2.36,supportive,4.0
44681,0.33,neutral,2.0
48650,1.02,hate,4.0
9309,-0.67,neutral,2.0
5450,2.46,hate,4.0
10021,-0.11,neutral,2.0
49472,-0.45,neutral,4.0
41229,1.37,hate,1.0
20243,-0.95,neutral,0.0
34950,-2.89,supportive,4.0
24200,-2.7,supportive,1.0
25083,-0.71,neutral,3.0
8453,-1.08,supportive,3.0
1285,-0.37,neutral,2.0
12357,1.89,hate,4.0
33941,-2.13,supportive,0.0
37228,-2.53,supportive,4.0
25325,0.99,hate,2.0
17164,1.41,hate,1.0
19365,-0.84,neutral,3.0
8963,-2.99,supportive,4.0
2208,-3.94,supportive,3.0
41884,0.3,neutral,0.0
19723,-1.46,supportive,0.0
7080,-0.95,neutral,0.0
38145,-2.69,supportive,1.0
28722,-0.87,neutral,4.0
32628,-0.82,neutral,3.0
12030,-1.15,supportive,3.0
30044,-2.98,supportive,0.0
29651,-1.65,supportive,2.0
5085,-2.71,supportive,2.0
41103,0.29,neutral,3.0
43696,0.98,hate,3.0
48327,-0.64,neutral,2.0
8025,-1.01,supportive,0.0
49905,1.61,hate,3.0
30140,-0.41,neutral,1.0
40905,0.43,neutral,4.0
47823,0.05,neutral,0.0
36276,0.07,neutral,2.0
14141,-0.8,neutral,4.0
33025,0.18,neutral,4.0
28714,-2.48,supportive,0.0
481,-0.59,neutral,3.0
6113,0.91,hate,1.0
44572,-1.6,supportive,0.0
48389,0.39,neutral,3.0
41032,1.44,hate,4.0
25204,-3.19,supportive,2.0
7291,-4.7,supportive,4.0
43059,0.81,hate,3.0
47821,1.95,hate,0.0
46291,-0.09,neutral,4.0
33290,0.7,hate,1.0
43209,2.43,hate,0.0
27378,-4.78,supportive,1.0
36829,-0.81,neutral,3.0
29327,-1.79,supportive,4.0
11453,-1.1,supportive,3.0
17725,-2.12,supportive,0.0
40500,-3.04,supportive,4.0
8784,-4.57,supportive,0.0
12122,-2.45,supportive,2.0
24689,-5.14,supportive,1.0
3899,-2.87,supportive,1.0
45188,2.03,hate,4.0
30487,-0.2,neutral,2.0
34276,-0.04,neutral,4.0
49519,-0.59,neutral,2.0
30101,-6.46,supportive,3.0
27215,-6.36,supportive,3.0
5245,-4.37,supportive,4.0
5534,-0.37,neutral,0.0
3417,-1.07,supportive,1.0
21958,-3.92,supportive,1.0
2110,-1.02,supportive,2.0
5876,1.43,hate,4.0
48616,1.45,hate,0.0
25549,-0.71,neutral,2.0
33645,-2.45,supportive,0.0
29254,-1.64,supportive,3.0
12356,-0.37,neutral,2.0
47818,-0.47,neutral,0.0
28567,-4.6,supportive,4.0
9466,4.49,hate,0.0
2936,-4.89,supportive,3.0
37529,-2.09,supportive,3.0
16811,0.35,neutral,1.0
5358,2.09,hate,2.0
42911,0.09,neutral,1.0
36849,-5.27,supportive,0.0
15808,-0.85,neutral,0.0
37722,-1.79,supportive,0.0
11234,-0.2,neutral,4.0
36851,-0.68,neutral,1.0
30381,-3.28,supportive,3.0
43128,-1.15,supportive,4.0
14586,-1.24,supportive,3.0
3055,-0.9,neutral,1.0
6785,1.13,hate,0.0
11120,-1.32,supportive,2.0
13572,1.25,hate,2.0
26782,-1.32,supportive,2.0
4476,-3.66,supportive,2.0
37355,2.42,hate,2.0
19557,2.66,hate,2.0
9406,1.85,hate,2.0
16128,1.72,hate,3.0
36458,-1.67,supportive,1.0
3263,-2.74,supportive,0.0
24040,-2.58,supportive,4.0
34706,0.94,hate,4.0
20830,-1.37,supportive,0.0
49051,-2.38,supportive,4.0
26971,-1.12,supportive,1.0
24687,-0.86,neutral,3.0
13591,0.72,hate,1.0
33613,-2.67,supportive,1.0
29666,1.98,hate,3.0
14469,-5.37,supportive,1.0
42368,-1.12,supportive,2.0
11025,-0.71,neutral,2.0
17712,-2.32,supportive,0.0
18940,-2.74,supportive,1.0
29667,-1.08,supportive,1.0
20193,-2.19,supportive,2.0
30175,0.78,hate,2.0
43927,0.32,neutral,0.0
47369,-0.9,neutral,1.0
25845,-1.2,supportive,1.0
34973,0.66,hate,3.0
27950,-1.29,supportive,2.0
23489,-0.2,neutral,3.0
6936,-3.4,supportive,4.0
6075,-4.38,supportive,0.0
28047,-4.37,supportive,2.0
17294,-2.05,supportive,4.0
25378,-0.54,neutral,1.0
40689,0.44,neutral,2.0
45473,-0.25,neutral,2.0
28857,-3.03,supportive,3.0
28197,-1.12,supportive,4.0
2920,2.82,hate,0.0
45371,0.02,neutral,2.0
2149,-4.54,supportive,1.0
31793,0.55,hate,4.0
38780,-1.14,supportive,4.0
31622,-0.21,neutral,1.0
41636,-0.11,neutral,3.0
47200,0.6,hate,1.0
46685,0.0,neutral,2.0
22015,-0.51,neutral,0.0
48598,-0.72,neutral,4.0
981,0.38,neutral,1.0
10757,0.43,neutral,0.0
41804,-5.82,supportive,3.0
47447,-2.09,supportive,4.0
14524,-3.27,supportive,4.0
1120,-1.32,supportive,3.0
13708,0.93,hate,0.0
2683,-0.7,neutral,0.0
25348,-0.58,neutral,4.0
18123,-0.8,neutral,1.0
24559,-5.14,supportive,2.0
6559,-0.68,neutral,0.0
2009,0.66,hate,0.0
46254,1.25,hate,2.0
10193,-4.75,supportive,4.0
27513,-0.45,neutral,0.0
22415,0.21,neutral,1.0
42381,-3.45,supportive,3.0
23607,-4.21,supportive,1.0
19599,-1.63,supportive,4.0
889,-3.4,supportive,2.0
26322,-1.93,supportive,3.0
44430,-1.81,supportive,0.0
39836,-0.97,neutral,4.0
23278,-2.27,supportive,1.0
47793,-0.45,neutral,2.0
22648,-0.93,neutral,2.0
43733,-0.13,neutral,4.0
38123,-1.28,supportive,4.0
44336,1.73,hate,0.0
5751,-2.85,supportive,3.0
8880,-1.09,supportive,2.0
25281,-3.04,supportive,1.0
12093,0.82,hate,2.0
47406,-0.5,neutral,3.0
13917,-2.24,supportive,3.0
31062,0.46,neutral,2.0
15447,-1.52,supportive,1.0
44367,-2.26,supportive,2.0
6983,-2.05,supportive,4.0
3464,-0.67,neutral,1.0
40998,-0.42,neutral,2.0
5214,0.48,neutral,1.0
39792,-1.43,supportive,2.0
2447,-2.7,supportive,1.0
31221,-2.43,supportive,3.0
46313,-0.77,neutral,4.0
26649,-1.66,supportive,3.0
30122,-1.62,supportive,1.0
16772,-0.92,neutral,4.0
29334,0.12,neutral,3.0
49502,-0.06,neutral,1.0
23264,-1.73,supportive,2.0
11912,-1.18,supportive,2.0
3244,-2.43,supportive,1.0
20872,-2.7,supportive,4.0
17989,0.86,hate,4.0
26715,-0.79,neutral,4.0
6356,-1.86,supportive,4.0
28708,-3.61,supportive,2.0
1699,-3.93,supportive,2.0
12028,1.68,hate,2.0
17779,-1.03,supportive,3.0
27429,-0.09,neutral,1.0
48572,1.14,hate,3.0
46344,0.78,hate,0.0
32694,0.45,neutral,3.0
3076,-0.76,neutral,0.0
49854,0.59,hate,0.0
47254,-0.24,neutral,3.0
43598,-0.16,neutral,0.0
34099,-2.38,supportive,3.0
8029,-2.43,supportive,4.0
18661,-5.24,supportive,4.0
18332,-1.65,supportive,4.0
30046,0.0,neutral,4.0
39748,-0.75,neutral,0.0
36814,-3.08,supportive,3.0
40679,-1.05,supportive,4.0
21115,-0.12,neutral,1.0
20803,0.02,neutral,2.0
31179,3.17,hate,4.0
6646,-4.24,supportive,3.0
7460,3.36,hate,4.0
39221,-2.31,supportive,4.0
10836,1.98,hate,3.0
15387,0.64,hate,3.0
32438,-1.13,supportive,3.0
47768,0.93,hate,2.0
40413,-5.54,supportive,3.0
28366,-0.87,neutral,4.0
25919,-1.27,supportive,0.0
36118,-4.0,supportive,1.0
44942,-0.3,neutral,0.0
14186,-6.53,supportive,0.0
44149,-0.15,neutral,1.0
31160,1.03,hate,0.0
14248,-2.5,supportive,3.0
9021,-3.96,supportive,0.0
7723,-2.38,supportive,3.0
42897,0.84,hate,4.0
18734,2.54,hate,1.0
7973,0.16,neutral,3.0
30770,-1.16,supportive,1.0
20222,-3.06,supportive,4.0
49332,0.35,neutral,2.0
46809,2.06,hate,1.0
26324,-1.93,supportive,4.0
40479,0.39,neutral,0.0
20219,-2.81,supportive,4.0
3972,-4.36,supportive,4.0
29453,-2.7,supportive,0.0
30827,-2.68,supportive,3.0
14314,1.94,hate,3.0
49845,0.57,hate,4.0
46898,-2.16,supportive,1.0
31722,1.61,hate,3.0
19428,1.45,hate,0.0
3539,-4.79,supportive,3.0
4593,-3.3,supportive,2.0
4481,1.4,hate,2.0
15283,0.0,neutral,1.0
23182,1.01,hate,1.0
46958,-0.43,neutral,3.0
38085,-2.0,supportive,3.0
4237,1.28,hate,4.0
18509,-1.22,supportive,4.0
5094,-0.9,neutral,0.0
47211,-0.53,neutral,1.0
37243,-0.19,neutral,0.0
45775,-3.62,supportive,1.0
1987,-0.72,neutral,0.0
8897,-2.31,supportive,2.0
16548,-1.28,supportive,2.0
1981,3.04,hate,1.0
37781,-1.14,supportive,4.0
25126,0.91,hate,3.0
21201,-0.28,neutral,2.0
41883,1.37,hate,1.0
21915,-5.2,supportive,1.0
40840,3.43,hate,4.0
382,0.38,neutral,3.0
4936,-1.92,supportive,0.0
45285,-2.5,supportive,3.0
44670,0.95,hate,1.0
27260,-2.77,supportive,4.0
234,1.15,hate,0.0
638,-1.44,supportive,3.0
7366,1.03,hate,1.0
13813,-2.33,supportive,3.0
13484,-0.52,neutral,2.0
1567,-2.2,supportive,4.0
45003,-1.89,supportive,0.0
19662,1.92,hate,0.0
38484,1.97,hate,4.0
23944,0.59,hate,3.0
47767,-0.8,neutral,1.0
7343,1.38,hate,3.0
20389,1.0,hate,2.0
9251,1.04,hate,3.0
11314,-1.73,supportive,3.0
17469,1.33,hate,2.0
37441,-0.79,neutral,2.0
48122,0.53,hate,4.0
41849,0.48,neutral,1.0
31537,0.23,neutral,0.0
2147,1.52,hate,2.0
3915,0.17,neutral,4.0
34831,0.35,neutral,2.0
9481,1.35,hate,1.0
45072,-0.56,neutral,3.0
24688,-0.65,neutral,2.0
35420,-3.12,supportive,2.0
6447,-1.17,supportive,3.0
22629,-0.27,neutral,4.0
47660,1.22,hate,2.0
42879,-1.08,supportive,0.0
20094,-3.34,supportive,0.0
36551,-2.49,supportive,1.0
30035,-4.56,supportive,0.0
15820,-2.09,supportive,0.0
11064,3.38,hate,2.0
31570,-0.16,neutral,0.0
29494,-2.48,supportive,4.0
29747,-0.37,neutral,0.0
45279,0.53,hate,3.0
49996,1.9,hate,0.0
29562,-0.82,neutral,4.0
48574,-1.29,supportive,1.0
16322,-3.96,supportive,3.0
44545,1.27,hate,3.0
31397,2.39,hate,4.0
34323,-2.8,supportive,2.0
24667,-1.02,supportive,1.0
43197,-1.77,supportive,2.0
8612,1.79,hate,4.0
24893,-1.17,supportive,4.0
12743,-0.04,neutral,0.0
27197,-2.65,supportive,2.0
38510,-0.74,neutral,1.0
23079,-0.28,neutral,2.0
39734,-0.32,neutral,1.0
7680,-0.17,neutral,3.0
9592,2.16,hate,4.0
25790,2.43,hate,1.0
20576,-3.18,supportive,3.0
10575,-4.25,supportive,3.0
4359,-1.69,supportive,0.0
29288,-2.38,supportive,0.0
43275,0.78,hate,4.0
5990,-1.18,supportive,2.0
2485,-3.72,supportive,3.0
33776,-0.15,neutral,2.0
46865,-0.55,neutral,3.0
36633,0.52,hate,2.0
34994,-1.22,supportive,0.0
10245,0.73,hate,1.0
16366,-1.32,supportive,4.0
18722,-4.93,supportive,3.0
20867,-1.76,supportive,0.0
2105,-1.8,supportive,0.0
9146,1.24,hate,2.0
6058,0.23,neutral,2.0
22169,-3.57,supportive,0.0
36298,-1.88,supportive,0.0
1876,-0.49,neutral,3.0
33587,-1.64,supportive,3.0
9230,0.0,neutral,2.0
11224,1.06,hate,2.0
41647,-0.71,neutral,2.0
38057,-2.5,supportive,2.0
10477,1.55,hate,2.0
14488,-4.38,supportive,1.0
15659,-3.6,supportive,1.0
21101,-3.74,supportive,0.0
46036,-0.33,neutral,4.0
6836,-0.35,neutral,3.0
10680,2.53,hate,4.0
10174,1.89,hate,0.0
49186,1.11,hate,1.0
32663,0.79,hate,2.0
43889,-0.27,neutral,3.0
48542,-1.26,supportive,2.0
2837,0.6,hate,3.0
12924,-0.24,neutral,0.0
37556,-0.7,neutral,3.0
14792,0.04,neutral,4.0
16071,-0.27,neutral,1.0
48561,0.78,hate,4.0
31907,0.22,neutral,0.0
44621,1.9,hate,4.0
14144,-2.63,supportive,4.0
21534,-1.48,supportive,1.0
16196,-2.38,supportive,4.0
7136,-0.1,neutral,1.0
4467,-2.45,supportive,1.0
464,-1.41,supportive,2.0
242,-0.88,neutral,0.0
14581,-0.02,neutral,4.0
22701,-2.96,supportive,2.0
23977,-3.1,supportive,4.0
38527,-6.5,supportive,1.0
47305,-0.37,neutral,0.0
26103,-1.35,supportive,1.0
47333,0.09,neutral,3.0
44653,-0.13,neutral,0.0
47665,-0.75,neutral,1.0
18327,-1.51,supportive,0.0
40964,-1.0,neutral,4.0
32150,-1.83,supportive,3.0
9965,1.48,hate,4.0
44808,-2.22,supportive,4.0
16663,-1.61,supportive,2.0
2161,0.25,neutral,1.0
35642,-0.53,neutral,1.0
10660,1.78,hate,0.0
21377,-3.85,supportive,4.0
11900,-0.36,neutral,4.0
13937,0.43,neutral,0.0
17852,-1.96,supportive,2.0
16044,-3.42,supportive,0.0
19246,2.54,hate,1.0
20477,2.72,hate,2.0
43839,-0.25,neutral,1.0
48267,-1.0,neutral,2.0
9364,-3.07,supportive,3.0
36873,-2.02,supportive,2.0
40750,0.23,neutral,0.0
4440,0.87,hate,4.0
33322,0.25,neutral,4.0
21029,0.15,neutral,4.0
43747,0.9,hate,4.0
36818,-4.0,supportive,0.0
43005,0.22,neutral,1.0
8261,-5.4,supportive,4.0
36477,0.77,hate,3.0
33565,-1.16,supportive,3.0
28283,-3.44,supportive,0.0
29933,-0.8,neutral,0.0
21672,0.89,hate,0.0
36407,-0.98,neutral,4.0
26867,-2.04,supportive,1.0
3204,-1.46,supportive,0.0
16532,0.67,hate,3.0
39476,-1.72,supportive,3.0
21585,-3.62,supportive,2.0
14309,-2.63,supportive,2.0
12075,-1.97,supportive,2.0
43805,-3.38,supportive,0.0
9583,2.15,hate,0.0
22558,0.19,neutral,2.0
37821,-0.91,neutral,4.0
34157,-2.71,supportive,2.0
12248,-1.57,supportive,3.0
5795,-0.81,neutral,3.0
39701,-0.87,neutral,0.0
20453,-5.32,supportive,2.0
41952,-0.03,neutral,0.0
1591,-0.83,neutral,2.0
7806,-0.25,neutral,4.0
43721,-2.42,supportive,1.0
45120,2.41,hate,0.0
18839,-2.98,supportive,0.0
45845,-1.55,supportive,1.0
40495,1.03,hate,3.0
37566,-0.29,neutral,3.0
35739,-0.39,neutral,3.0
34192,-4.47,supportive,3.0
18257,-1.06,supportive,2.0
2166,2.45,hate,1.0
40464,-1.0,neutral,1.0
32677,-4.13,supportive,1.0
41267,-4.76,supportive,1.0
17260,0.51,hate,4.0
603,-2.54,supportive,4.0
8699,-0.68,neutral,4.0
32821,-3.94,supportive,3.0
30402,-1.17,supportive,2.0
28583,-3.35,supportive,4.0
40405,-1.46,supportive,3.0
40991,0.91,hate,1.0
10082,-4.94,supportive,1.0
11487,2.24,hate,3.0
46621,2.69,hate,1.0
47706,-0.36,neutral,0.0
7311,0.08,neutral,3.0
9431,-1.57,supportive,3.0
1075,1.14,hate,1.0
27146,-4.16,supportive,3.0
4811,-0.07,neutral,4.0
34133,-4.12,supportive,4.0
10690,0.61,hate,3.0
5711,-3.77,supportive,1.0
2935,-1.03,supportive,4.0
18445,-4.66,supportive,2.0
32911,-1.49,supportive,4.0
27078,-1.19,supportive,3.0
6767,-6.03,supportive,0.0
15273,-4.42,supportive,2.0
31095,-1.11,supportive,3.0
49377,-2.91,supportive,4.0
985,-0.86,neutral,4.0
32861,-4.56,supportive,1.0
29564,0.68,hate,1.0
43141,-0.41,neutral,2.0
43550,-0.21,neutral,2.0
10526,2.92,hate,1.0
7813,0.19,neutral,0.0
47069,-0.45,neutral,2.0
8350,1.55,hate,1.0
30714,0.22,neutral,0.0
14347,-0.83,neutral,2.0
44695,0.32,neutral,0.0
23387,-3.08,supportive,0.0
32448,-0.43,neutral,0.0
36861,-5.26,supportive,1.0
16610,-4.76,supportive,2.0
21042,-5.09,supportive,0.0
2964,-0.13,neutral,2.0
3619,-0.49,neutral,0.0
45456,-0.13,neutral,2.0
48050,-1.87,supportive,1.0
19107,-1.04,supportive,1.0
40049,-0.91,neutral,1.0
36404,0.8,hate,1.0
37213,-6.03,supportive,2.0
596,-1.5,supportive,2.0
28410,-0.01,neutral,1.0
44564,-1.58,supportive,3.0
31555,-0.53,neutral,0.0
